id;subtitle;title;date;categories;tags;person;post_type;slug
;;Barbara Fleischberger behält zur Sicherheit immer eine Tasse im Schrank;;Deutschland.Gesellschaft;;Barbara Schöneberger;news;
;;Gefangenenaustausch zwischen Syrien und Irak: 70 Kamele kommen frei;;Ausland.Politik;;;news;
;;Bremen: Vermeintlicher Obdachloser klaut Grassamen aus Baumarkt;;Deutschland.Gesellschaft;Polizei;;news;
;;Dresden: Polizistin streikt weil ihre Kollegin das gleiche an hat wie sie;;Deutschland.Gesellschaft;Polizei;;news;
;;Nach Einigung im Asylstreit. Wegen Schuldenbremse kann Bund Grenze nur an einem Ort schließen;;Deutschland.Gesellschaft;;;news;
;;Nach WM-Aus: Erdogan ernennt Özil zum Türkischen Sportminister. Gündogan wird Vizeminister;;Ausland.Politik.Sport.Fussball;;;news;
;;Julian Nörgelmann wird ab 2019 neuer Trainer beim internationalen Verein 1. FC Fotzwildhausen;;Unterhaltung.Männer;Sexismus;;news;
;;Generalissimus Von der Leier gründet eigene Stoßtruppgruppe auf Facebook zur Cyberabwehr;;Digital.Unterhaltung.Promis;Militär.Bundeswehr;Ursula von der Leien;news;
;;Kölner Oberbürgermeisterin empfiehlt jungen Frauen Kettenhemd mit Keuchheitsgürtel zu tragen um Arabische Vergewaltiger abzuschrecken;;Politik.Gesellschaft;;;news;
;;Dopingsünder vom internationalen Sportgericht zum Grashalmzählen im Fußballstadion verurteilt;;Sport.Fussball;Drogen;;news;
;;Wegen TorFlaute: Nationalmannschaft trickst mit Sekundenkleber an Schuhen um den Ball am Fuß ins Tor zu tragen;;Sport.Fussball;;;news;
;;Bundeswehr führt ein Regiment Tigerhaie ein zur Abwehr gegen geheime Russische Kampftaucher;;Deutschland.Politik;Militär.Bundeswehr.Tiere;;news;
;;Donald Dump ließ sich in den 80ern mehrfach von Russischen Prostituierten bepinkeln;;Ausland.Unterhaltung.Promis;Eklig;Donald Trump;news;
;;Andrea Anales entleert ihren Darm jeden Morgen pünktlich um 6:45 Uhr vor dem Parteitreffen;;Unterhaltung.Promis;Eklig;Andrea Nahles;news;
;;Kamerun gründet 4 Quadratmeter großen Nationalpark für Wühlmäuse;;Ausland.Gesellschaft;Tiere;;news;
;;Japan: 38-Jähriger zu 20 Monaten Zuchthaus verurteilt weil er einen Sexrobotor vergewaltigt hat;;Ausland.Digital.Gesellschaft;Sexismus;;news;
;;Mercedes Benz bringt neue C-Klasse aus Pappe auf den Markt um die Umwelt zu schützen;;Wirtschaft;Klimawandel;;news;
;;Christiano Ronaldo von Außerirdischen entführt um zu prüfen ob er wirklich der beste Spieler in der Galaxis ist;;Sport.Fussball.Unterhaltung.Promis;Raumfahrt;Christiano Ronaldo;news;
;;Donald Dump bekommt Mahnbriefe seiner Mutter aus dem Jenseits;;Ausland.Politik;;Donald Trump;news;
;;Frankfurt: 92-Jähriger wegen Falschparkens seines Rollators vor Gericht;;Deutschland.Gesellschaft;Rentner;;news;
;;Rätsel gelöst: Ötzi war Bauer und verletzte sich an Grashalm bevor er starb;;Wissen;;;news;
;;Baumarktkette bringt Hüpfburg für Hunde aus Naturkautschuk auf den Markt;;Wirtschaft;Tiere;;news;
;;Klobrillen-Meisterschaft in Schottland endet im Chaos;;Ausland.Gesellschaft.Sport;Eklig;;news;
;;Mariah Curry lässt sich für Käfigkämpfe ausbilden um ihre Depressionen los zu werden;;Unterhaltung.Promis;;Maria Carrey;news;
;;Britin verklagt Anbieter von Dating-App weil sie keinen Partner findet und bekommt 280.000 Pfund Entschädigung zugesprochen;;Ausland.Digital.Wirtschaft;;;news;
;;Ehemaliger Radprofi Jan Billich beim Freischeißen im Park erwischt;;Unterhaltung.Promis.Sport;;Jan Ullrich;news;
;;Vietnam: Milchbauer zu 15 Jahren Reiskornzählen verurteilt nachdem er seinen Nachbarn mit einem Sack Reis geschlagen hat;;Ausland.Gesellschaft;Polizei.Justiz;;news;
;;Wegen Brexit-Depression werden in England Spermien bei Samenbanken knapp. Regierung erwägt Import aus Holland;;Ausland.Gesellschaft;Sex;;news;
;;New York: Jogger verklagt Stadt nach Unfall im CentralPark weil Grashalme zu lang waren;;Ausland.Gesellschaft;Justiz;;news;
;;Russland: Boxer Valuev wird geklont und bekommt 30% mehr Körpermasse;;Sport;;;news;
;;Bremer Stadtmusikanten wird Instrument geklaut. Diebe entkommen unerkannt weil sie vollverschleiert sind;;Deutschland;Polizei.Politisch Unkorrekt;;news;
;;Firma Saufberger bringt Biertränke für Kinderspielplätze auf den Markt;;Deutschland.Wirtschaft;Bier;;news;
;;US-Firma eröffnet Stundenhotel für Hunde neben Hundehotel;;Ausland.Gesellschaft;Tiere;;news;
;;Astronaut stopft Loch in der ISS-Raumstation mit Socken zu;;;Raumfahrt;;news;
;;Berlin: Flaschensammler wegen Steuerhinterziehung im Stadtpark verhaftet;;Berlin;Finanzamt.Polizei;;news;
;;Mainz: Entflohenes Zebra tarnt sich auf Zebrastreifen und wird von LKW überfahren;;Deutschland.Gesellschaft;Tiere;;news;
;;NRW: Einbrecherbande knackt Safe und fliegt samt Gebäude in die Luft;;Deutschland.Gesellschaft;Polizei;;news;
;;London: Ladenbesitzer verwechselt Schaufensterpuppe mit bekanntem Einbrecher und löst Polizei-Großeinsatz aus - Britische Regierung evakuiert;;Ausland;Polizei;;news;
;;MeckPomm: Hotelbesitzer verwechselt Sächsische Touristen mit Analphabetengruppe und schickt sie in die benachbarte Schule;;Deutschland.Wirtschaft;;;news;
;;Polizei befreit Person nach 2 Jahren aus Schwitzkasten;;Deutschland;Polizei;;news;
;;Ex-Chef von Mannesmann wird in Mannheim in ein Männerheim einmanifestiert;;Wirtschaft;;;news;
;;Ägypten: Behörden erwischen Frauengruppe bei illegalem Mumifizieren;;Ausland.Politik;Polizei;;news;
;;New York: Polizei verhaftet schwarz gekleideten Lederfetischisten der gerade dabei war einem Clown in den Arsch zu treten. Clown wird wegen Ruhestörung ebenfalls verhaftet;;Ausland.Gesellschaft;Polizei;;news;
;;Hollywood: Danny Dornitoe lässt sich zum Pinguin umoperieren;;Unterhaltung.Promis;;;news;
;;Kentucky (USA): Fast-Food Restaurant McDödels wird von aggressiver Schweineherde überfallen. Ein Zeuge konnte eines der Schweine identifizieren. Es handelt sich um diesen Zeitgenossen:;;Wirtschaft.Gesellschaft;Tiere.Polizei;;news;
;;Augsburg: Volkshochschule bietet Anti-Aggressionskurse gegen Schwiegermütter an;;Gesellschaft;Schwiegermutter;;news;
;;Ex-Playmate Jutta Lochen besteht zu 80% aus Silikon.;;Unterhaltung.Promis;Eklig;;news;
;;Neuester Schönheits-Trend: Firma aus Frankreich entwickelt biologisch abbaubares Silikon aus vollständig recycelten Materialien für Brustimplantate;;Wirtschaft;;;news;
;;Nach 7 Wochen: Jugendlicher löst festgezurrten Knoten im Hals und befreit sich selbst;;Deutschland;;;news;
;;Vatikan: Papst begibt sich auf den Pfad der spirituellen Selbstfindung und konvertiert zum Buddhismus;;Ausland.Gesellschaft;Vatikan;;news;
;;Oklahoma: KloTaschian lässt sich notoperieren nachdem sich eine Wimper verschoben hat.;;Ausland.Unterhaltung.Promis;;;news;
;;72-jähriger wartet seit 60 Jahren auf die eine richtige Traumfrau;;Gesellschaft;;;news;
;;BrillenFirma Apolli erfindet Schlafmaske für Einäugige;;Wirtschaft;;;news;
;;Jubiläum: Merkel hat ihren 20sten Politiker abgewatscht. Diesmal trifft es HansWurst Massbier;;Deutschland.Politik;;Angela Merkel.Donald Trump;news;
;;USA: Lehrer verkleidet sich in der Nacht mit einem schwarzen Lederumhang und springt von Dach zu Dach und behauptet tagsüber ein Milliardär zu sein;;Ausland.Gesellschaft;;;news;
;;Madonna eröffnet erstes Restaurant in Berlin mit dem Namen “Madöner”.;;Berlin.Gesellschaft;;Madonna;news;
;;Kim Kardashian lässt sich dritte PoBacke transplantieren damit es noch dicker kommt;;Unterhaltung.Promis.Männer;;;news;
;;Kylie MingGold outet sich als spitzbrüstig;;Unterhaltung.Promis.Männer;Sexismus;;news;
;;Rumänischer Ex-Geheimdienstchef Stanislaus Potzblitzki wird neuer Chef von Transparency International;;Ausland.Gesellschaft;;;news;
;;Geheimnis gelüftet: Ernie und Bert aus der Sesamstraße sind schwul;;Gesellschaft.Unterhaltung;Sexismus;;news;
;;Australien: Renter schwillt der Kopf an nachdem er zu hohe Dosis Viagra eingenommen hat;;Ausland.Gesellschaft;Rentner;;news;
;;North Carolina: Agressiver Mann fängt an zu brüllen, läuft grün an und wird von Panzer überrollt. Militärkommandant glaubt er hätte es mit dem Hulk zu tun gehabt und wollte ihn stoppen;;Ausland.Gesellschaft;Militär;;news;
;;Moskau: Schachpartie zwischen Weltmeister und Herausforderer nach 87 Stunden abgebrochen;;Sport;;;news;
;;Maren Glitzer bricht sich die Hand beim heimlichen Buchstabenumdrehen;;Unterhaltung.Promis;;;news;
;;UFO-Alarm: Außerirdische tauchen über Washington auf und wollen Donald Trump abholen;;Ausland.Politik;Raumfahrt;Donald Trump;news;
;;Shanghai: 14-jährige nimmt sich das Leben weil ihr Datenvolumen aufgebraucht war;;Ausland.Digital.Gesellschaft;;;news;
;;Ex-Pornostar Jizzy Jackson gewinnt spanischen Samenspende-Wettbewerb;;Unterhaltung.Gesellschaft.Sport;Eklig;;news;
;;SmartHome-Sprachsystem analysiert politische Gesinnung und übermittelt Informationen an Behörden;;Digital.Wirtschaft;Technik;;news;
;;Berlin: 24.000 Schüler streiken weil Handyempfang auf dem Schulhöfen zu schlecht ist;;Berlin.Digital.Unterhaltung;Schule;;news;
;;Venezuela: Diktator verliert beim Friseur Barthaar und lässt alle Friseure des Landes verhaften;;Ausland.Politik;;;news;
;;Zauberer erfindet neuen Zaubertrick und lässt verhasste Exfrau verschwinden.. für immer;;Ausland.Gesellschaft.Männer;;;news;
;;Hamburg: 4 verurteilte Mörder erscheinen nicht zum Haftantritt weil sie lieber beten gegangen sind;;Deutschland.Politik;Politisch unkorrekt;;news;
;;Achterbahn-Testerin stillt ihr Baby bei der Arbeit;;Ausland.Wirtschaft;;;news;
;;Karl Schlagerheld outet sich als uminöser Roboter und trägt Sonnenbrille weil die Augen rot leuchten;;Unterhaltung.Promis.Digital;;;news;
;;Heidi Bums bringt ihre Määädchen nach Drehachluss zur AfterShow Penis-Party;;Unterhaltung.Promis;Sex.Sexismus;Heidi Klum;news;
;;Schlager-Star Jürgen Drews hat sich nach eigenen Angaben für 28.000 Euro unten rum tunen lassen. Jetzt wollen alle Männer zum selben Arzt;;Unterhaltung.Promis;Schlager;;news;
;;TV-Mätresse Ilja Hüllos zieht sich vor Polizisten nackt aus um Strafzettel zu entgehen.;;Unterhaltung.Promis;TV.Polizei.Sexismus;;news;
;;Deutschland: Libanesischer FamilienClan zählt über 81Mio. Mitglieder. Im Kanzleramt ist man sprachlos.;;Deutschland.Politik;Mafia-Clans;;news;
;;Dessau: Mann verletzt sich an Maschendragtzaun als in den Nachbargarten zum Spannern klettern will und muss not operiert werden.;;Deutschland.Gesellschaft;Polizei;;news;
;;Mann kettet sich an stillgelegtem Gleis fest und wird vom Waldwanderer gefunden;;Deutschland.Gesellschaft;;;news;
;;SEK nimmt 3-Jaehrigen als Schreihals fest;;Deutschland.Gesellschaft;Polizei;;news;
;;Kim Jong-Un für den Friedensnobelpreis vorgeschlagen;;Unterhaltung.Promis;;Kim Jong-Un;news;
;;Bayern: Spaziergänger von herunterfallendem Eichenblatt erschlagen;;Deutschland.Gesellschaft;Polizei;;news;
;;Lena-Meyer-Landwurst mag ihren Hasen nicht mehr;;Unterhaltung.Promis;;Lena Meyer Landrut;news;
;;München: Musterschüler geht an Feiertag zur Schule und unterrichtet sich selbst im Fach SchmuddelKunde;;Deutschland.Gesellschaft.Bildung;Schule;;news;
;;LKW rast mit 90KMh bei Glatteis in einen Baum. Fahrer überlebt schwer verletzt. Grüne fordern Schadenersatz von LKW-Spedition für beschädigten Baum;;Deutschland;Grüne.Auto;;news;
;;internationaler Tierverband stuft Chiaoaws als Wanderratten herab;;Gesellschaft;Tiere;;news;
;;Donald Dump lässt Luxus-Golfplatz auf dem Mond errichten;;Wirtschaft;Raumfahrt;Donald Trump;news;
;;Frau soll 730.000 Euro Telefonkosten bezahlen obwohl sie kein Telefon besitzt;;Digital.Gesellschaft;;;news;
;;Schmuddeltypen stehen vor Fummelbude und schauen den schönen Damen beim Schaumbaden zu;;Gesellschaft;Sexismus;;news;
;;Rainer Vollmond wird in China mit einem Hängebauchschwein verwechselt und landet in der Küche eines Schnellrestaurants;;Ausland.Unterhaltung.Promis;;Rainer Kallmund;news;
;;Netzwahnsinn: Frau lässt Follower darüber abstimmen mit welchem Tinder-Toy-Boy sie als nächstes ins Bett gehen soll;;Digital.Gesellschaft.Wirtschaft;Medien;;news;
;;Deutsche Ratte Petrus gewinnt königliche Rattenweltmeisterschaft in Bahrain und übernimmt die Rattenkrone;;Ausland.Sport;Tiere;;news;
;;Langzeitarbeitsloser schafft es nach 32 Jahren Hartz4 ins Guinessbuch und wird Millionär;;Deutschland.Gesellschaft;;;news;
;;Spanien: Chef schlägt mit Stuhl auf langjährigen Mitarbeiter ein nachdem sich herausgestellt hat dass der sein Vater ist;;Ausland.Gesellschaft;;;news;
;;Mainz Innenstadt: Straßenlampe geht das Licht aus und es wird dunkel;;Deutschland.Gesellschaft;Technik;;news;
;;Clan-Mitglied bietet Verkehrsamt 8 Kamele gegen seinen stillgelegten Benz an. Amt akzeptiert Deal und übergibt Kamele an stadteigenen Zoo der schon seit Jahren auf Kamel-Nachwuchs wartet. Bezirkssprecher freut sich über die WinWin Situation;;Deutschland.Gesellschaft;Finanzamt.Tiere.Mafia-Clans;;news;
;;Sparmaßnahme in Griechenland: Feuerwehr schafft Einsatzfahrzeuge ab und muss mit Fahrrädern und Wassereimern ausrücken;;Ausland.Politik;;;news;
;;Hirnfressende Amöbe frisst Gehirn von Menschen auf;;Gesellschaft;Tiere;;news;
;;Protestgruppe im Hambacher Forst gründet eigenen Staat;;Deutschland.Politik.Gesellschaft;;;news;
;;Riesenflugzeug Antonov A-150 transportiert 20 Elefanten und lässt sie per Fallschirm über Berliner Zoo abspringen;;Berlin;Tiere;;news;
;;Skandal in England: Die Queen musste die Autotür ihres Rolls Royce selbst aufmachen weil der Türaufmacher nach einer durchzechten Nacht mit den Hofdamen noch besoffen im Bett lag;;Ausland;Royals;Queen;news;
;;Japanische Tech-Firma bietet Gruppensex-Therapie zur Mittagspause an um das Arbeitsklima zu verbessern;;Ausland.Digital.Gesellschaft;Sex;;news;
;;Los Angeles: 7 Hosenscheißer und 2 Hosenscheißerinnen überfallen Supermarkt auf Autobahnrastplatz und klauen Windeln im Wert von 68$. Die Polizei ist sich sicher dass wir es hier mit ausgebufften Zwerglingen zu tun haben. Wir werden diese Strolche schnappen denn sie bedrohen die Nationale Sicherheit. Nähere Angaben zu den Hosenscheißern machte die Polizei nicht man befinde sich noch in der Schleierfahndung so die Begründung.;;Ausland.Gesellschaft;Polizei;;news;
;;Schwarzfahrer muss 400 Tage in den Bau weil er 400Mal ohne Ticket in der S-Bahn erwischt wurde und kommt gleichzeitig ins GuinessBuch der Rekorde;;Deutschland;Polizei;;news;
;;Jackie Zahn dreht 700ten KungFu-Film;;Unterhaltung;Film;;news;
;;Eisverkäufer macht mit Eismaschine Eis ... aus Excrementen ExCreme Deluxe;;Wirtschaft.Gesellschaft;Eklig;;news;
;;Afghanischer Spitzel beim Schnitzelessen von verschwitzten Polizisten in Schwitzkasten genommen;;Deutschland.Gesellschaft;Polizei;;news;
;;Norwegischer Tiefenforscher gräbt sich in Norwegen in die Tiefe und kommt in Neuseeland wieder raus;;Wissen;;;news;
;;Frankfurt: Zollbeamtin muss sich vor Gericht verantworten weil sie zu viele Leibesvisitationen bei jungen Reisenden durchgenommen hat. Die Beamtin gab an persönliche Gründe haben diese Maßnahmen erforderlich gemacht.;;Deutschland.Politik;Sex.Sexismus.Polizei;;news;
;;Nach 220 Jahren: Jugendamt befreit Hänsel aus Hexenkessel seiner Stief-Großmutter;;Deutschland.Gesellschaft;;;news;
;;Junge Frechdachse wickeln Kita-Angestellte in gelben Plastiksack ein;;Deutschland.Gesellschaft.Bildung;;;news;
;;Mexiko: Frau lässt sich dritte Brust operieren weil sie 3 Babies stillen muss;;Ausland.Gesellschaft;;;news;
;;Apple lässt 3 Männer zu Frauen umoperieren um die Frauenquote zu erfüllen;;Digital.Wirtschaft;Sexismus;;news;
;;Franzose erhält Medizin-Nobelpreis für die analytische Beobachtung des Tagesablaufs von Eintagsfliegen;;Wissen.Naturwissenschaft;;;news;
;;Dieter Bohnen will nicht aussehen wie ein Sack Kartoffeln;;Unterhaltung.Promis;;;news;
;;Historiker einig: Hitler aß italienische Kekse am Liebsten;;Wissen;;Adolf Hitler;news;
;;Neuer KI-Roboter mit Frauenstimme soll im Aufsichtsrat von Holzwagen Frauenquote erfüllen.;;Digital.Wirtschaft;KI.Technik;;news;
;;Türkische Regierung übergibt Liste mit Haftbefehlen von 82 Mio. mutmaßlichen Terroristen an Bundesregierung;;Politik;;;news;
;;Land Berlin muss 333 islamistische Gefährder nach Deutschland zurückholen die über 8 Jahre systematisch abgeschoben worden waren weil ein formaler Fehler der Abschiebedokumente vorlag.;;Berlin.Politik;Polizei;;news;
;;Pummelbienen tummeln sich in Berlin Rummelsburg herum und fummeln miteinander rum;;Berlin.Gesellschaft;Sex;;news;
;;Post-Sovietische Riesenkrabben erobern Norwegen;;Ausland.Wissen;Tiere;;news;
;;Forscher entdecken neues Super-Virus: Das Ferkel-Bohse Virus löst bei Politikern Schwachsinnigkeit aus;;Wissen;;;news;
;;Claudia Not redet sich bei Talkshow in Rage. Einschaltquoten brechen ein;;Unterhaltung.Promis;TV;;news;
;;Hamburg: Erstes Deutsches Roboter-Sexpuppen Bordell eröffnet. Hier arbeitet kein Mensch mehr sondern es läuft alles vollautomatisiert;;Digital.Wirtschaft;Sex;;news;
;;Michael Flittchenmeyer: Habe mich in eine Silikon Liebes-Puppe verliebt;;Unterhaltung.Promis;Sex;;news;
;;Verkehrskollaps in Berliner Innenstadt: BVG gibt zu Chaos bewusst eingesetzt zu haben um Strapationsfähigkeiten der Fahrgäste zu testen;;Berlin.Gesellschaft;;;news;
;;Lila-Sonne in 57 Lichtjahren Entfernung entdeckt;;Wissen.Ausland;Raumfahrt;;news;
;;Berlin: Student wird Zugang zu Diskussionsrunde verwehrt weil er nicht schwul ist.;;Berlin.Gesellschaft.Bildung;Sexismus.Politisch Unkorrekt;;news;
;;Japan: 97-Jähriger heiratet 16-Jährige und fällt nach Hochzeitsparty ins Koma;;Ausland.Gesellschaft;;;news;
;;Kimi Jong-Un verspricht seinem Volk glühende Zeiten;;Ausland.Politik;;Kim Jong-Un;news;
;;China: Regierung erwägt Verbotszonen für Fussgänger in Städten wegen Abgasverschmutzung durch Autos;;Ausland.Politik;Klimawandel;;news;
;;Taliban kaufen 350.000 ausgemusterte Diesel-Autos aus Deutschland für umgerechnet 20.000 Euro;;Politik.Wirtschaft;Klimawandel.Geld;;news;
;;Insolventer Ex-Milliardär richtet persönliches Nothilfe Spendenkonto ein.;;Wirtschaft.Gesellschaft;Geld;;news;
;;Berlin: Mann wird aus Kreissaal verhaftet während er gerade entbindet.;;Berlin;;;news;
;;Mann nimmt seit 15 Jahren Glyzerin für die Haare und sieht aus wie Pumuckl;;Gesellschaft;;;news;
;;Adria: Kapitän verlässt Kreuzfahrtschiff als Erster und flüchtet auf Nympheninsel;;Ausland.Gesellschaft.Männer;;;news;
;;Insel der Jungfrauen im Mittelmeer entdeckt. Millionen Männer buchen ihre nächste Reise um;;Ausland.Gesellschaft.Männer;;;news;
;;Fussball: Bayernspieler versucht Schwäche der Mannschaft zu erklären und schläft bei Interview ein;;Sport.Fussball;Bayern;;news;
;;Ex-Fussball Star lässt sich umschulen und wird Pferde-Hypnotiseur;;Sport.Fussball;;;news;
;;Thailand: Regierung ruft Affenalarm aus nachdem 100.000 Affen in Bankok eingefallen sind weil auf dem Markt kostenlos Bananen verteilt werden;;Ausland.Politik;Tiere;;news;
;;14-Jähriger entwickelt App die Dummheit erkennt und das Smartphone abschaltet;;Digital.Gesellschaft;;;news;
;;Außerirdische landen im Ruhrgebiet und fragen ob sie 200 Milliarden Tonnen CO2 als Treibstoff kaufen können;;Deutschland.Gesellschaft;Klimawandel.Raumfahrt;;news;
;;Hamm: 37 Hurensöhne protestieren gegen das Prostitutionsgesetz;;Deutschland.Politik;Sexismus;;news;
;;Sackläuse verbreiten Angst und Schrecken in Berliner Sporthallen;;Berlin.Gesellschaft;Tiere;;news;
;;Neuster Trend aus Japan: Auf Arbeit rollen statt gehen;;Ausland.Gesellschaft;;;news;
;;Einfach Klasse: Flüchtling bringt sich Deutsche Sprache mit Hilfe der Buchstabensuppe bei. Bildungsministerium erwägt nun dass alle Flüchtlinge die in Deutschland ankommen eine Packung Buchstabensuppe kostenfrei erhalten sollen;;Deutschland.Gesellschaft.Bildung;;;news;
;;Herr der Ringe war kein Herr sondern eine Dame;;Unterhaltung;Film;;news;
;;Nach Rücktritt: Angela Merkel plant Eröffnung einer Ausstellung mit den schönsten Handrauten in ihrer Pensionszeit;;Unterhaltung.Politik.Promis;;Angela Merkel;news;
;;Mann darf mit 83 Jahren nicht in Rente gehen weil Behörde Zahlendreher im Geburtstag hat;;Deutschland.Gesellschaft;Rentner;;news;
;;Männerverachtende Männerhasserin lässt in Männerheim 12 Männer ihrer maskulinen Männlichkeit berauben;;Deutschland.Gesellschaft;Femen.Sexismus;;news;
;;Bestes Mittel gegen Fusspilz. Einfach anderen Fuß benutzen;;Gesellschaft;;;news;
;;Neuer Trend aus Asien: Fußsolen-Lecken;;Ausland.Gesellschaft;Eklig;;news;
;;Donald Trump lässt Autobahn sperren weil Ehefrau Fingernagel verloren hat und der Secret Service auf Spurensuche ist;;Ausland.Politik;;Donald Trump;news;
;;Künstliche Superintelligenz identifiziert das bedrohlichste Virus der Welt. Der Homo Sapiens;;Digital.Gesellschaft;KI;;news;
;;Neuer Trend aus Arabien: Spießrutenlauf statt Dauerlauf;;Ausland.Gesellschaft.Sport;;;news;
;;Gelangweilte Hausfrau lässt Ehemann nach Arbeit in Irrenhaus einliefern damit sie am Abend mit ihren Nachbarinnen in Ruhe Karten spielen kann;;Deutschland.Gesellschaft;;;news;
;;Bodafone bietet Notruf-Hotline für sexuell frustrierte Hausfrauen an;;Digital.Wirtschaft;Sex;;news;
;;Skandal auf Autobahn: ADAC lehnt Hilfe für Radfahrer mit Reifenpanne einfach ab und repariert liegengebliebenen Bus der die Fahrbahn blockiert;;Deutschland.Gesellschaft;Auto;;news;
;;Bürgerin ist enttäuscht: Kölnerin hält eine Armlänge Abstand und wird trotzdem angemacht. Nach mehrmaligem Vermessen der Arme stellt die Polizei klar dass die Armlänge nicht der Standardarmlänge von 47cm entspricht und daher auch keine Garantie zur Gefahrenabwehr bestehen könne;;Deutschland.Politik.Gesellschaft;Politisch unkorrekt.Sexismus;;news;
;;Nach Ruhestandsankündigung: Merkel plant Buch mit dem Titel: “Wollte nur mal kurz das Land umkrempeln”;;Deutschland.Politik;;Angela Merkel;news;
;;Bundesregierung verkauft Schuldscheine mit Umschuldungsprämie für Rentensparer;;Deutschland.Politik;Rentner;;news;
;;Mailand: Notorischer Gast ruft Polizei weil Schoko-Waffeln nicht genauso aussahen wie in der Speisekarte abgebildet;;Ausland.Gesellschaft;Polizei;;news;
;;Er misst 220m: Größter Betonpenis der Welt eingeweiht. Tiefste Vagina der Welt befindet sich in Mexiko;;Ausland.Gesellschaft;Sex;;news;
;;Merkel veröffentlicht Buch über ihr Verhältnis mit Horst Seehofer mit dem Titel: “Mein Kampf”;;Deutschland.Politik;;Angela Merkel.Horst Seehofer;news;
;;Linksradikale Kräfte wollten Maaßen schon 2017 aus dem Amt befördern hatten aber keine Zeit weil G20-Gipfel dazwischen kam;;Deutschland.Politik.Gesellschaft;G20;;news;
;;Israelischer Toyboy verirrt sich im Sächsischen Görlitz und wird von rechter Bürgerwehr vor militanten Salafisten gerettet.;;Deutschland.Gesellschaft;Politisch unkorrekt.Sexismus;;news;
;;Prominente Feministin sagt Lesung in einer Bücherei ab weil in einem Regal ein Buch mit einem Mann auf dem Coverbild zu sehen ist;;Deutschland.Gesellschaft;Femen.Sexismus;;news;
;;Thailändische Austauscharbeiterin in Abu Dhabi beim illegalen Reiskochen enttarnt;;Ausland.Politik;;;news;
;;Satiremagazin schleust Maulwurf in das SpielerTeam der Bayern ein;;Sport.Fussball;Bayern;;news;
;;Europäische Umwelthilfe verklagt Italien wegen zu hoher Feinstaub-Emissionen durch Vulkane. Italien muss nun alle aktiven Vulkane versiegeln;;Ausland.Politik;Klimawandel;;news;
;;Berlin: Stadtverwaltung führt Pinkelboxen ein. Damit muss niemand mehr in den Busch pinkeln;;Berlin.Politik;Eklig;;news;
;;Verrückter Holländer: Man findet Knochenreste seines Vorfahren im Garten und verkauft sie an Nachbarn zum Füttern der Hunde;;Ausland.Gesellschaft;Tiere;;news;
;;Künstliche Intelligenz wählt Bürgermeister aus 5.000 Kandidaten aus: ___BILD___;;Digital.Gesellschaft.Politik;KI;;news;
;;Sparmaßnahme: Gefängnis verteilt Essen mit Trockenfleisch von zuvor Verstorbenen an Insassen;;Deutschland.Gesellschaft;Justiz;;news;
;;Illegaler Dixiklo-Sammler vor Gericht. Er sammelte schon seit 18 Jahren Klos;;Deutschland.Gesellschaft;Justiz.Polizei;;news;
;;Neue Miss BumBum kommt aus Australien;;Ausland.Gesellschaft.Männer.Unterhaltung;Sex;;news;
;;Thailand: Mann beißt Schlange auf Toilette in den Schwanz;;Ausland.Gesellschaft.Frauen;;;news;
;;Wer es braucht: Firma erfindet Tampons mit integriertem Sensor der Flüssigkeitsverhalten auf einer App im Smartphone anzeigt;;Digital.Gesellschaft.Wirtschaft;;;news;
;;Weihnachtsmann bricht in Gammazon-Lager ein und klaut säckeweise Geschenken. Hast du dich schon immer gefragt wo der Weihnachtsmann seine Geschenke herbekommt?;;Gesellschaft.Unterhaltung.Wirtschaft;Weihnachten;;news;
;;Russischer Pilot fällt kurz vor dem Start besoffen aus dem Cockpit;;Ausland.Gesellschaft;;;news;
;;Mann umzingelt eigenes Haus mit Minen und Stolperfallen und gründet auf einer Fläche von 120 Quadratmetern eigenen Staat;;Deutschland.Gesellschaft;Polizei;;news;
;;US-Promi verklagt Fluggesellschaft weil er in der Business Class mit seinem kleinen Finger zwischen den Sitzen stecken blieb. Er hatte deshalb seinen Anschlussflug verpasst;;Ausland.Wirtschaft;Polizei;;news;
;;Auto zu stark beschädigt? Intelligentes Navigationssystem lenkt Auto auf Autofriedhof;;Digital.Gesellschaft;Auto.KI;;news;
;;Forscher sicher: Im Digitalen Zeitalter schrumpft das Gehirn der Menschen wieder;;Wissen.Digital;;;news;
;;Leipzig: Mieter schlachtet Weihnachtsgans auf Balkon: Nachbarin ruft Polizei;;Deutschland.Gesellschaft;Weihnachten.Polizei;;news;
;;Wollte nur kurz Zigaretten holen: Krankenwagen mit 160kmh in Innenstadt geblitzt;;Deutschland.Gesellschaft;;;news;
;;Irrwitzig: Polizei blitzt Fußgänger wenn sie zu langsam auf dem Gehweg laufen;;Deutschland.Gesellschaft;Polizei;;news;
;;Gehirn aufgelöst: Internet-Süchtiger verliert Gehirn wegen Nutzlosigkeit;;Digital.Gesellschaft;;;news;
;;Merkwürdig: Fischer fängt viereckigen Fisch und nennt ihn Quadratus Pisces;;Wissen;;;news;
;;Weihnachtsbäckerei ausgebrannt weil 6-Jährige lieber kokeln wollten anstatt Plätzchen zu backen.;;Deutschland.Gesellschaft;Weihnachten;;news;
