id;date;title;subtitle;content;categories;tags;person;repeatable;teasable;image;
621;13.9.2018;Influencerin Kathi Kannix rutscht auf der Beliebtheitsskala ihrer Instagram-Fans ab nachdem sie 2 Tage lang kein Busen-Blitzer-Foto gepostet hat;;;Unterhaltung.Männer;;;1;;;
622;14.9.2018;Colorado: Lehrerinnen bieten Penis-Massage-Kurse nach der Schule als Gruppenübung an um ihr Gehalt zu verbessern;;;Unterhaltung.Männer;Sex;;1;;;
623;15.9.2018;Rainer Kallmund macht Diät und isst jeden Morgen frischen Brotaufstrich mit Sprühwurst zum Frühstück;;;Unterhaltung.Promis;Eklig;Rainer Kallmund;1;;;
624;16.9.2018;SFU bietet Probeliege-Kurse auf Friedhöfen an;;;Wirtschaft;;;1;;;
625;17.9.2018;Sensodüne verkauft Zahncreme mit Wüstensand;;;Wirtschaft;;;1;;;
626;18.9.2018;Frankfurt: Einbrecher fällt von Leiter als er in einen Hühnerstall einbrechen will und verliert linkes Auge. Vermieter der Anlage bietet Hühnerauge als Ersatz an;;;Deutschland;Polizei;;1;;;
627;19.9.2018;Kardinal Kwarks wird von Blitz erschlagen weil er sich heute morgen nicht die Zähne geputzt hat - Bums;;;Unterhaltung;;;1;;;
628;20.9.2018;Robin-Darsteller verkauft Strumpfhose von Adam West aus den 60ern;;;Unterhaltung.Promis;TV;;1;;;
629;21.9.2018;Conchita Wurst hinterlässt kleine rosa Zettelchen mit Initialen;;;Unterhaltung.Promis;;Conchita Wurst;1;;;
630;22.9.2018;Nach 480 Jahren finden Kinder grüne Strumpfhose im Sherwood Forest. Wissenschaftler rätseln ob es sich dabei um die Hose von Robin Hood handeln könnte oder doch von Kevin Kotzner?;;;Ausland.Unterhaltung.Promis;Film;Robin Hood;1;;;
631;23.9.2018;Berlin: Kanzlerin Merkel begrüßt den 5 Millionsten Flüchtling aus Syrien persönlich im Kanzleramt.;;;Berlin.Politik;;Angela Merkel;1;;;
632;24.9.2018;Sparmaßnahme: AutoHersteller Popel stellt Produktion auf Spielzeugautos um und hofft Geld sparen zu können.;;;Deutschland.Wirtschaft;Auto;;1;;;
633;25.9.2018;Kanadier rudert mit Kanu über den Atlantik nach Europa und trifft auf Riesenkalmar der das Kanu verschluckt;;;Ausland.Wissen;;;1;;;
634;26.9.2018;Potente Frauen benutzen Viagra um ihr Haare hochzustylen;;;Unterhaltung.Gesellschaft.Männer;Sex;;1;;;
635;27.9.2018;Neue Sicherheitstechnik: Handy lässt sich nur per Penis-Erkennung öffnen.;;;Digital.Unterhaltung;Sex;;1;;;
636;28.9.2018;Bruce Willis wird kurz vor Weihnachten von 5-Jährigen Winzlingen mit Schneebällen beworfen und muss fliehen - wie jedes Jahr;2019-12-22;;Unterhaltung.Promis;Weihnachten;Bruce Willis;1;;;
637;29.9.2018;Männer sollten sich vor Kleinwüchsigen in Acht nehmen weil sie ihr Viagra klauen könnten;;;Unterhaltung.Gesellschaft.Männer;;;1;;;
638;30.9.2018;Christian Wulff klaut Schuhsohlen im Wert von 780 Euro Und taucht bei den sieben Zwergen im Wald unter;;;Unterhaltung.Promis;;;1;;;
639;1.10.2018;Ghana: Frau mit ungeborenem Kind reißt aus und bringt Baby bei ihrem Lieblingsaffen im Dschungel zur Welt;;;Ausland.Gesellschaft;Tiere;;1;;;
640;2.10.2018;Spanier entdeckt legendäre Goldstadt im Dschungel von Guatemala;;;Wissen.Ausland;;;1;;;
641;3.10.2018;Philippinen: Ex-Diktator flüchtet ins Nachbarland Indonesien und wird von Affen in Schwitzkasten genommen.;;;Ausland.Politik;Tiere;;1;;;
642;4.10.2018;USA: Frau verklagt Toilettenfirma wegen Diskriminierung weil der Weg zur Damentoilette weiter ist als der zum Herrenklo;;;Ausland.Gesellschaft;;;1;;;
643;5.10.2018;Abu Dhabi: Pilot verwechselt Landebahn und landet auf Formel1-Stecke;;;Ausland.Gesellschaft;;;1;;;
644;6.10.2018;Bäderbetriebe in NRW führen Pissbereiche in Schwimmbecken ein;;;Deutschland;Eklig;;1;;;
645;7.10.2018;TechnikWelt: Apple stellt neues Hightech-SmartPhone EiFon 21s Vital-Ultra Silver mit Schallabsaugfunktion vor;;;Digital.Wirtschaft;Technik;;1;;;
646;8.10.2018;GenderWahn: Gericht in England stuft Schottenrock als diskriminierend ein.;;;Ausland.Politik;Genderwahn.Sexismus;;1;;;
647;9.10.2018;Spezialeinsatzkommando nimmt MafiaBoss fest. 2 Tage später stellt sich heraus dass der Mann eigentlich eine Frau ist in Berlin in einer Imbissbude arbeitet und Petra heißt;;;Berlin.Gesellschaft;Polizei;;1;;;
648;10.10.2018;Schlagerstar Hilde Kurz (68) zieht für Erotikmagazin “SchnuffelPups” blank;;;Deutschland;Sex;;1;;;
649;11.10.2018;Condomium bringt Kondome mit Käsegeschmack auf den Markt.;;;Wirtschaft.Gesellschaft;Sex;;1;;;
650;12.10.2018;Geniestreich: Bundestrainer nimmt 21 Torwarte mit zur WM und stellt alle ins Tor.;;;Sport.Fussball;;;1;;;
651;13.10.2018;Astronomie: Forscher entdecken hungriges Schwarzen Loch dass sich nur von Abgasen ernährt und rufen damit Umweltaktivisten auf den Plan;;;Wissen;Raumfahrt;;1;;;
652;14.10.2018;Rom: Carlo Schwubbelhuber zum Vize-Gladiator ernannt;;;Ausland.Politik;;;1;;;
653;15.10.2018;Hamburg: Stadt sperrt 17cm Abschnitt der Hauptstraße wegen Luftverschmutzung für Dieselautos: Umweltsenator Pavel Plastik spricht von einem politischen Durchbruch zum Umweltschutz;;;Deutschland.Politik;Klimawandel;;1;;;
654;16.10.2018;Spanien: Flugzeug stürzt senkrecht in den Boden und kommt nach 7 Stunden im Südpazifik wieder raus. Pilot meldet keine Zwischenfälle;;;Ausland.Gesellschaft;;;1;;;
655;17.10.2018;Rom: verrückter Bischof will auf dem Mond erstes Gebäude als Kathedrale bauen lassen und für die Finanzierung Kirchensteuer erhöhen;;;Ausland.Politik;Raumfahrt;;1;;;
656;18.10.2018;Indien: Heilige Kuh feiert Hochzeit mit wildem Stier. Regierung plant Staatsakt für die Zeremonie.;;;Ausland.Politik;Tiere;;1;;;
657;19.10.2018;A7: 600 kesse Bienen blockieren die Autobahn und protestieren gegen den Einsatz von Pestiziden;;;Deutschland;Tiere;;1;;;
658;20.10.2018;Mars: Rover entdeckt 800 Jahre alte Schatztruhe unter Sandschicht. Forscher haben aber keinen Schlüssel;;;Wissen;Raumfahrt;;1;;;
659;21.10.2018;Bundeskanzlerin Ferkel vergisst morgen sich die Schuhe zu binden und muss auf einen ihrer Leibwächter zurückgreifen;;;Politik;;Angela Merkel;1;;;
660;22.10.2018;Hollyschwutz-Star Charlie Keen singt neuen Song “Let me suffer Baby”;;;Unterhaltung;Hollywood;Charlie Sheen;1;;;
661;23.10.2018;EU-Parlamentarier gibt 240.000 Euro bei Flug zwischen Amsterdam und Brüssel aus;;;Politik;EU;;1;;;
662;24.10.2018;Angela Ferkel benutzt ausschließlich Toilettenpapier mit Ihren Initialen drauf - auch bei Auslandsbesuchen;;;Politik;;Angela Merkel;1;;;
663;25.10.2018;Uvdl lässt Bundeswehr-Kanonen mit niedlichen Teddibären ausstatten um schon bei den jüngsten zu punkten;;;Deutschland.Politik;Militär.Bundeswehr;Ursula von der Leien;1;;;
664;26.10.2018;Wegen Nachwuchsmangel: Verteidigungsministerium gründet Pinguintruppe und rüstet 40.000 Pinguine mit integriertem Maschinengewehr aus;;;Deutschland.Politik;Militär.Bundeswehr;;1;;;
665;27.10.2018;M. Schwulz erhält den Grünen Maulwurf als Trostpreis von der EU;;;Politik;EU;Martin Schulz;1;;;
666;28.10.2018;Raketen-Panne: Nordkorea schießt Rakete um die Erde und löscht Kleinstadt in der Nähe der Startrampe aus;;;Ausland;Militär;;1;;;
667;29.10.2018;Fußball-WM: Verband testet würfelförmigen Fußball;;;Sport.Fussball;Fussball-WM;;1;;;
668;30.10.2018;Wegen Gefängnissmangel. Justiz schickt Straftäter zurück in den Kindergarten;;;Politik.Gesellschaft;Justiz;;1;;;
669;31.10.2018;Wohnungsnot in Berlin: Aktivisten besetzen Rollstuhlparkplätze mit Zelten;;;Berlin.Politik;Demonstration;;1;;;
670;1.11.2018;Twitter löscht Beitrag von US-Präsident Dump in dem er schreibt dass er von Pornostar vergewaltigt worden sei;;;Ausland.Politik.Digital;;Donald Trump;1;;;
671;2.11.2018;München: Bier-Aktivisten protestieren gegen die Erhöhung der Bierpreise;;;Deutschland;Bier.Demonstration;;1;;;
672;3.11.2018;NRW: Nach Steuerreform 12.890.677 Mio. Straftäter auf der Flucht;;;Deutschland.Politik;Finanzamt;;1;;;
673;4.11.2018;Bill Splinton stellt neues Buch vor mit dem Titel: Die Frau unter dem Tisch;;;Ausland.Gesellschaft;Sexismus;Bill Clinton;1;;;
674;5.11.2018;Peter Lustklo lässt sich jeden Montag die Rückenhaare stutzen;;;Deutschland.Unterhaltung;Eklig;;1;;;
675;6.11.2018;5 Polizisten helfen randalierender Rentnerin aus Flugzeug;;;Gesellschaft;Polizei.Rentner;;1;;;
676;7.11.2018;Bundeswehr rüstet Panzer mit intelligentem Alkoholtest aus;;;Deutschland.Politik;Militär.Bundeswehr;;1;;;
677;8.11.2018;Polizei in LA stoppt Charlie Clean mit 7 Promille Apfelsaft im Blut;;;Ausland.Unterhaltung.Promis;Polizei;Charlie Sheen;1;;;
678;9.11.2018;Grönland: Eisbär adoptiert wohnungslosen Berliner Ex-Eishockeyspieler;;;Gesellschaft;Tiere;;1;;;
679;10.11.2018;Italien: Bäcker erfindet Pizza zum Wiederkauen;;;Ausland.Wirtschaft;Eklig;;1;;;
680;11.11.2018;Berlin: Förderschule bietet Intensivkurs mit Blasinstrumenten für nymphomanische Frauen an;;;Berlin.Politik.Unterhaltung.Männer;Schule.Sexismus;;1;;;
681;12.11.2018;Tennis: Superstar Rafael Nudell ist Mitglied einer internationalen Schnürsenkelmafia;;;Sport.Tennis;;;1;;;
682;13.11.2018;Washington: Gericht will Donald Dump das Twittern verbieten;;;Ausland.Politik.Digital;;Donald Trump;1;;;
683;14.11.2018;Lübeck: Fäkaltaucher findet 200 Jahre alten Schatz in Klärgrube und reklamiert Anspruch für sich;;;Wissen;Eklig;;1;;;
684;15.11.2018;Rapper 50Cent hat sich beim Tanzen die Beine verknotet;;;Unterhaltung;Musik;;1;;;
685;16.11.2018;Mann in Singapur zu 8 Jahren Haft verurteilt weil er am Flughafen mit Kaugummis gedealt hat;;;Ausland.Politik;Polizei.Justiz;;1;;;
686;17.11.2018;ISS: Erneute Beschwerden wegen Graffitis auf dem Solarkollektoren;;;Wissen;Raumfahrt;;1;;;
687;18.11.2018;Österreich: DJ Ötzi will sich zum Bundeskanzler wählen lassen;;;Ausland.Politik;Musik;DJ Ötzi;1;;;
688;19.11.2018;Audi ruft weltweit 700.000 Fahrzeuge wegen fehlendem Lenkrad zurück;;;Wirtschaft;Auto;;1;;;
689;20.11.2018;Marie Juana wird Drogenbeauftragte im Landkreis KokseNase in NRW;;;Deutschland.Politik;Drogen;;1;;;
690;21.11.2018;Der Wahre Grund des NordKoreaDeals: Donald Trump will sich in Wirklichkeit an Kimis Schwester ranmachen;;;Ausland.Politik;;Donald Trump;1;;;
691;22.11.2018;Nationalspieler verletzt sich schwer weil Rasen zu stumpf war. Der Rasen wird nun mit Schmierseife glattgemacht;;;Sport.Fussball;;;1;;;
692;23.11.2018;VIP-News: Vanessa outet sich dass sie keine Gefühle für Steve hat sondern für einen anderen Quatschkopp;;;Unterhaltung.Promis;;;1;;;
693;24.11.2018;Duisburg-Marxloh: Mutter gibt Erziehung ihrer 2 Kinder an Uhrgroßmutter ab weil Mutter und Großmutter heroinsüchtig sind;;;Gesellschaft;Drogen;;1;;;
694;25.11.2018;China: neuer Sprachassistent erkennt Schwangerschaft an Stimme;;;Ausland.Digital.Unterhaltung;;;1;;;
695;26.11.2018;USA verhängen Strafzölle gegen EU im Wert von 100Mrd. Euro. Betroffen sind Deutsche Gummibären, Schwedische Vakuumpumpen und Irische Stempelsets für Formbutter;;;Politik.Wirtschaft;EU;;1;;;
696;27.11.2018;EU kündigt Gegenmaßnahmen an und verhängt Zölle auf US-Produkte wie Nasenfernrohre, Einweg-PCs und Superheldenkostüme;;;Politik.Wirtschaft;EU;;1;;;
697;28.11.2018;Pamela D. Undersin schlägt Angreifer mit Ihren Brüsten in die Flucht;;;Unterhaltung.Promis;;Pamela Anderson;1;;;
698;29.11.2018;Schüler findet Augenklappe von legendärem Piraten Blackbeard im Keller seines UrUrUrUr-Großvaters;;;Unterhaltung.Gesellschaft;Schule.Piraten;;1;1;pirate-blackbeard;
699;30.11.2018;Sängerin Lena-Meyer-Landwurst schickt romantische Liebesbotschaft an ihren Freund: “Fang endlich an zu arbeiten du scheiß Saufkopp”;;;Unterhaltung.Promis;Musik;Lena Meyer Landrut;1;;;
700;1.12.2018;Angela Merkel posiert vor der ganzen Nationalmannschaft halb nackt im Sexy Dirndel. Putin guckt durch das geheime Loch in der Wand dabei zu und denkt sich seinen Teil;;;Politik.Sport.Fussball;;Angela Merkel.Vladimir Putin;1;;;
701;2.12.2018;Berlin-Tegel: Verurteilter Mörder erscheint nicht zum Haftantritt und erklärt sich auf Twitter für haftunfähig;;;Berlin;Polizei.Justiz;;1;;;
702;3.12.2018;Deutsche Bahn: Hunderte Menschen am Bahnsteig festgefroren weil ICE 32 Stunden Verspätung hatte;;;Deutschland.Wirtschaft;Wetter;;1;;;
703;4.12.2018;Kanalratten haben sich am Flussufer festgebissen. Polizei sucht Zeugen;;;Deutschland;Tiere.Polizei;;1;;;
704;5.12.2018;Bundesweite Razzia gegen Kindergartenbande die illegal mit Gummibären dealen;;;Deutschland.Politik;Polizei;;1;;;
705;6.12.2018;Berlin: Politische Krise Zwischen Arschleckern und Egomanen hält an;;;Berlin.Politik;;;1;;;
706;7.12.2018;Madrid: Ehemann verklagt Ehefrau wegen Polygamie;;;Ausland.Gesellschaft;Sexismus;;1;;;
707;8.12.2018;Politische Dummheit offiziell als Krankheit in Deutschland anerkannt;;;Deutschland.Politik.Gesellschaft;;;1;;;
708;9.12.2018;Australisches Startup bringt Duschkopf in Penisform auf den Markt;;;Ausland.Wirtschaft;Sex;;1;;;
709;10.12.2018;Brüssel: Polizist auf offener Straße erbrochen;;;Ausland.Politik;Polizei;;1;;;
710;11.12.2018;Mailand: Modemarke bringt Mützen-Kollektion für das männliche Glied auf den Markt;;;Wirtschaft;Sex;;1;;;
711;12.12.2018;Los Angeles: 7 Frauen verprügeln einen Mann weil er eine Frau zu lange angeglotzt hat;;;Ausland.Gesellschaft;Sexismus;;1;;;
712;13.12.2018;Barbara Fleischberger behält zur Sicherheit immer eine Tasse im Schrank;;;Deutschland.Gesellschaft;;Barbara Schöneberger;1;;;
713;14.12.2018;Gefangenenaustausch zwischen Syrien und Irak: 70 Kamele kommen frei;;;Ausland.Politik;;;1;;;
714;15.12.2018;Bremen: Vermeintlicher Obdachloser klaut Grassamen aus Baumarkt;;;Deutschland.Gesellschaft;Polizei;;1;;;
715;16.12.2018;Dresden: Polizistin streikt weil ihre Kollegin das gleiche an hat wie sie;;;Deutschland.Gesellschaft;Polizei;;1;;;
716;17.12.2018;Nach Einigung im Asylstreit. Wegen Schuldenbremse kann Bund Grenze nur an einem Ort schließen;;;Deutschland.Gesellschaft;;;1;;;
717;18.12.2018;Nach WM-Aus: Erdogan ernennt Özil zum Türkischen Sportminister. Gündogan wird Vizeminister;;;Ausland.Politik.Sport.Fussball;;;1;;;
718;19.12.2018;Julian Nörgelmann wird ab 2019 neuer Trainer beim internationalen Verein 1. FC Fotzwildhausen;;;Unterhaltung.Männer;Sexismus;;1;;;
719;20.12.2018;Generalissimus Von der Leier gründet eigene Stoßtruppgruppe auf Facebook zur Cyberabwehr;;;Digital.Unterhaltung.Promis;Militär.Bundeswehr;Ursula von der Leien;1;;;
720;21.12.2018;Kölner Oberbürgermeisterin empfiehlt jungen Frauen Kettenhemd mit Keuchheitsgürtel zu tragen um Arabische Vergewaltiger abzuschrecken;;;Politik.Gesellschaft;;;1;;;
721;22.12.2018;Dopingsünder vom internationalen Sportgericht zum Grashalmzählen im Fußballstadion verurteilt;;;Sport.Fussball;Drogen;;1;;;
722;23.12.2018;Wegen TorFlaute: Nationalmannschaft trickst mit Sekundenkleber an Schuhen um den Ball am Fuß ins Tor zu tragen;;;Sport.Fussball;;;1;;;
723;24.12.2018;Bundeswehr führt ein Regiment Tigerhaie ein zur Abwehr gegen geheime Russische Kampftaucher;;;Deutschland.Politik;Militär.Bundeswehr.Tiere;;1;;;
724;25.12.2018;Donald Dump ließ sich in den 80ern mehrfach von Russischen Prostituierten bepinkeln;;;Ausland.Unterhaltung.Promis;Eklig;Donald Trump;1;;;
725;26.12.2018;Andrea Anales entleert ihren Darm jeden Morgen pünktlich um 6:45 Uhr vor dem Parteitreffen;;;Unterhaltung.Promis;Eklig;Andrea Nahles;1;;;
726;27.12.2018;Kamerun gründet 4 Quadratmeter großen Nationalpark für Wühlmäuse;;;Ausland.Gesellschaft;Tiere;;1;;;
727;28.12.2018;Japan: 38-Jähriger zu 20 Monaten Zuchthaus verurteilt weil er einen Sexrobotor vergewaltigt hat;;;Ausland.Digital.Gesellschaft;Sexismus;;1;;;
728;29.12.2018;Mercedes Benz bringt neue C-Klasse aus Pappe auf den Markt um die Umwelt zu schützen;;;Wirtschaft;Auto.Klimawandel;;1;;;
729;30.12.2018;Christiano Ronaldo von Außerirdischen entführt um zu prüfen ob er wirklich der beste Spieler in der Galaxis ist;;;Sport.Fussball.Unterhaltung.Promis;Raumfahrt;Christiano Ronaldo;1;;;
730;31.12.2018;Donald Dump bekommt Mahnbriefe seiner Mutter aus dem Jenseits;;;Ausland.Politik;;Donald Trump;1;;;
731;;Frankfurt: 92-Jähriger wegen Falschparkens seines Rollators vor Gericht;;;Deutschland.Gesellschaft;Rentner;;1;;;
732;;Rätsel gelöst: Ötzi war Bauer und verletzte sich an Grashalm bevor er starb;;;Wissen;;;1;;;
733;;Baumarktkette bringt Hüpfburg für Hunde aus Naturkautschuk auf den Markt;;;Wirtschaft;Tiere;;1;;;
734;;Klobrillen-Meisterschaft in Schottland endet im Chaos;;;Ausland.Gesellschaft.Sport;Eklig;;1;;;
735;;Mariah Curry lässt sich für Käfigkämpfe ausbilden um ihre Depressionen los zu werden;;;Unterhaltung.Promis;;Maria Carrey;1;;;
736;;Britin verklagt Anbieter von Dating-App weil sie keinen Partner findet und bekommt 280.000 Pfund Entschädigung zugesprochen;;;Ausland.Digital.Wirtschaft;;;1;;;
737;;Ehemaliger Radprofi Jan Billich beim Freischeißen im Park erwischt;;;Unterhaltung.Promis.Sport;;Jan Ullrich;1;;;
738;;Vietnam: Milchbauer zu 15 Jahren Reiskornzählen verurteilt nachdem er seinen Nachbarn mit einem Sack Reis geschlagen hat;;;Ausland.Gesellschaft;Polizei.Justiz;;1;;;
739;;Wegen Brexit-Depression werden in England Spermien bei Samenbanken knapp. Regierung erwägt Import aus Holland;;;Ausland.Gesellschaft;Sex;;1;;;
740;;New York: Jogger verklagt Stadt nach Unfall im CentralPark weil Grashalme zu lang waren;;;Ausland.Gesellschaft;Justiz;;1;;;
741;;Russland: Boxer Valuev wird geklont und bekommt 30% mehr Körpermasse;;;Sport;;;1;;;
742;;Bremer Stadtmusikanten wird Instrument geklaut. Diebe entkommen unerkannt weil sie vollverschleiert sind;;;Deutschland;Polizei.Politisch Unkorrekt;;1;;;
743;;Firma Saufberger bringt Biertränke für Kinderspielplätze auf den Markt;;;Deutschland.Wirtschaft;Bier;;1;;;
744;;US-Firma eröffnet Stundenhotel für Hunde neben Hundehotel;;;Ausland.Gesellschaft;Tiere;;1;;;
745;;Astronaut stopft Loch in der ISS-Raumstation mit Socken zu;;;;Raumfahrt;;1;;;
746;;Berlin: Flaschensammler wegen Steuerhinterziehung im Stadtpark verhaftet;;;Berlin;Finanzamt.Polizei;;1;;;
747;;Mainz: Entflohenes Zebra tarnt sich auf Zebrastreifen und wird von LKW überfahren;;;Deutschland.Gesellschaft;Tiere;;1;;;
748;;NRW: Einbrecherbande knackt Safe und fliegt samt Gebäude in die Luft;;;Deutschland.Gesellschaft;Polizei;;1;;;
749;;London: Ladenbesitzer verwechselt Schaufensterpuppe mit bekanntem Einbrecher und löst Polizei-Großeinsatz aus - Britische Regierung evakuiert;;;Ausland;Polizei;;1;;;
750;;MeckPomm: Hotelbesitzer verwechselt Sächsische Touristen mit Analphabetengruppe und schickt sie in die benachbarte Schule;;;Deutschland.Wirtschaft;;;1;;;
751;;Polizei befreit Person nach 2 Jahren aus Schwitzkasten;;;Deutschland;Polizei;;1;;;
752;;Ex-Chef von Mannesmann wird in Mannheim in ein Männerheim einmanifestiert;;;Wirtschaft;;;1;;;
753;;Ägypten: Behörden erwischen Frauengruppe bei illegalem Mumifizieren;;;Ausland.Politik;Polizei;;1;;;
754;;New York: Polizei verhaftet schwarz gekleideten Lederfetischisten der gerade dabei war einem Clown in den Arsch zu treten. Clown wird wegen Ruhestörung ebenfalls verhaftet;;;Ausland.Gesellschaft;Polizei;;1;;;
755;;Hollywood: Danny Dornitoe lässt sich zum Pinguin umoperieren;;;Unterhaltung.Promis;;;1;;;
756;;Kentucky (USA): Fast-Food Restaurant McDödels wird von aggressiver Schweineherde überfallen. Ein Zeuge konnte eines der Schweine identifizieren. Es handelt sich um diesen Zeitgenossen:;;;Wirtschaft.Gesellschaft;Tiere.Polizei;;1;;;
757;;Augsburg: Volkshochschule bietet Anti-Aggressionskurse gegen Schwiegermütter an;;;Gesellschaft;Schwiegermutter;;1;;;
758;;Ex-Playmate Jutta Lochen besteht zu 80% aus Silikon.;;;Unterhaltung.Promis;Eklig;;1;;;
759;;Neuester Schönheits-Trend: Firma aus Frankreich entwickelt biologisch abbaubares Silikon aus vollständig recycelten Materialien für Brustimplantate;;;Wirtschaft;;;1;;;
760;;Nach 7 Wochen: Jugendlicher löst festgezurrten Knoten im Hals und befreit sich selbst;;;Deutschland;;;1;;;
761;;Vatikan: Papst begibt sich auf den Pfad der spirituellen Selbstfindung und konvertiert zum Buddhismus;;;Ausland.Gesellschaft;Vatikan;;1;;;
762;;Oklahoma: KloTaschian lässt sich notoperieren nachdem sich eine Wimper verschoben hat.;;;Ausland.Unterhaltung.Promis;;;1;;;
763;;72-jähriger wartet seit 60 Jahren auf die eine richtige Traumfrau;;;Gesellschaft;;;1;;;
764;;BrillenFirma Apolli erfindet Schlafmaske für Einäugige;;;Wirtschaft;;;1;;;
765;;Jubiläum: Merkel hat ihren 20sten Politiker abgewatscht. Diesmal trifft es HansWurst Massbier;;;Deutschland.Politik;;Angela Merkel.Donald Trump;1;;;
766;;USA: Lehrer verkleidet sich in der Nacht mit einem schwarzen Lederumhang und springt von Dach zu Dach und behauptet tagsüber ein Milliardär zu sein;;;Ausland.Gesellschaft;;;1;;;
767;;Madonna eröffnet erstes Restaurant in Berlin mit dem Namen “Madöner”.;;;Berlin.Gesellschaft;;Madonna;1;;;
768;;Kim Kardashian lässt sich dritte PoBacke transplantieren damit es noch dicker kommt;;;Unterhaltung.Promis.Männer;;;1;;;
769;;Kylie MingGold outet sich als spitzbrüstig;;;Unterhaltung.Promis.Männer;Sexismus;;1;;;
770;;Rumänischer Ex-Geheimdienstchef Stanislaus Potzblitzki wird neuer Chef von Transparency International;;;Ausland.Gesellschaft;;;1;;;
771;;Geheimnis gelüftet: Ernie und Bert aus der Sesamstraße sind schwul;;;Gesellschaft.Unterhaltung;Sexismus;;1;;;
772;;Australien: Renter schwillt der Kopf an nachdem er zu hohe Dosis Viagra eingenommen hat;;;Ausland.Gesellschaft;Rentner;;1;;;
773;;North Carolina: Agressiver Mann fängt an zu brüllen, läuft grün an und wird von Panzer überrollt. Militärkommandant glaubt er hätte es mit dem Hulk zu tun gehabt und wollte ihn stoppen;;;Ausland.Gesellschaft;Militär;;1;;;
774;;Moskau: Schachpartie zwischen Weltmeister und Herausforderer nach 87 Stunden abgebrochen;;;Sport;;;1;;;
775;;Maren Glitzer bricht sich die Hand beim heimlichen Buchstabenumdrehen;;;Unterhaltung.Promis;;;1;;;
776;;UFO-Alarm: Außerirdische tauchen über Washington auf und wollen Donald Trump abholen;;;Ausland.Politik;Raumfahrt;Donald Trump;1;;;
777;;Shanghai: 14-jährige nimmt sich das Leben weil ihr Datenvolumen aufgebraucht war;;;Ausland.Digital.Gesellschaft;;;1;;;
778;;Ex-Pornostar Jizzy Jackson gewinnt spanischen Samenspende-Wettbewerb;;;Unterhaltung.Gesellschaft.Sport;Eklig;;1;;;
779;;SmartHome-Sprachsystem analysiert politische Gesinnung und übermittelt Informationen an Behörden;;;Digital.Wirtschaft;Technik;;1;;;
780;;Berlin: 24.000 Schüler streiken weil Handyempfang auf dem Schulhöfen zu schlecht ist;;;Berlin.Digital.Unterhaltung;Schule;;1;;;
781;;Venezuela: Diktator verliert beim Friseur Barthaar und lässt alle Friseure des Landes verhaften;;;Ausland.Politik;;;1;;;
782;;Zauberer erfindet neuen Zaubertrick und lässt verhasste Exfrau verschwinden.. für immer;;;Ausland.Gesellschaft.Männer;;;1;;;
783;;Hamburg: 4 verurteilte Mörder erscheinen nicht zum Haftantritt weil sie lieber beten gegangen sind;;;Deutschland.Politik;Politisch unkorrekt;;1;;;
784;;Achterbahn-Testerin stillt ihr Baby bei der Arbeit;;;Ausland.Wirtschaft;;;1;;;
785;;Karl Schlagerheld outet sich als uminöser Roboter und trägt Sonnenbrille weil die Augen rot leuchten;;;Unterhaltung.Promis.Digital;;;1;;;
786;;Heidi Bums bringt ihre Määädchen nach Drehachluss zur AfterShow Penis-Party;;;Unterhaltung.Promis;Sex.Sexismus;Heidi Klum;1;;;
787;;Schlager-Star Jürgen Drews hat sich nach eigenen Angaben für 28.000 Euro unten rum tunen lassen. Jetzt wollen alle Männer zum selben Arzt;;;Unterhaltung.Promis;Schlager;;1;;;
788;;TV-Mätresse Ilja Hüllos zieht sich vor Polizisten nackt aus um Strafzettel zu entgehen.;;;Unterhaltung.Promis;TV.Polizei.Sexismus;;1;;;
789;;Deutschland: Libanesischer FamilienClan zählt über 81Mio. Mitglieder. Im Kanzleramt ist man sprachlos.;;;Deutschland.Politik;Mafia-Clans;;1;;;
790;;Dessau: Mann verletzt sich an Maschendragtzaun als in den Nachbargarten zum Spannern klettern will und muss not operiert werden.;;;Deutschland.Gesellschaft;Polizei;;1;;;
791;;Mann kettet sich an stillgelegtem Gleis fest und wird vom Waldwanderer gefunden;;;Deutschland.Gesellschaft;;;1;;;
792;;SEK nimmt 3-Jaehrigen als Schreihals fest;;;Deutschland.Gesellschaft;Polizei;;1;;;
793;;Kim Jong-Un für den Friedensnobelpreis vorgeschlagen;;;Unterhaltung.Promis;;Kim Jong-Un;1;;;
794;;Bayern: Spaziergänger von herunterfallendem Eichenblatt erschlagen;;;Deutschland.Gesellschaft;Polizei;;1;;;
795;;Lena-Meyer-Landwurst mag ihren Hasen nicht mehr;;;Unterhaltung.Promis;;Lena Meyer Landrut;1;;;
796;;München: Musterschüler geht an Feiertag zur Schule und unterrichtet sich selbst im Fach SchmuddelKunde;;;Deutschland.Gesellschaft.Bildung;Schule;;1;;;
797;;LKW rast mit 90KMh bei Glatteis in einen Baum. Fahrer überlebt schwer verletzt. Grüne fordern Schadenersatz von LKW-Spedition für beschädigten Baum;;;Deutschland;Grüne.Auto;;1;;;
798;;internationaler Tierverband stuft Chiaoaws als Wanderratten herab;;;Gesellschaft;Tiere;;1;;;
799;;Donald Dump lässt Luxus-Golfplatz auf dem Mond errichten;;;Wirtschaft;Raumfahrt;Donald Trump;1;;;
800;;Frau soll 730.000 Euro Telefonkosten bezahlen obwohl sie kein Telefon besitzt;;;Digital.Gesellschaft;;;1;;;
