id;date;title;subtitle;categories;tags;person;post_type;slug;_repeating
691;;Nationalspieler verletzt sich schwer weil Rasen zu stumpf war. Der Rasen wird nun mit Schmierseife glattgemacht;;Sport.Fussball;;;news;;
692;;VIP-News: Vanessa outet sich dass sie keine Gefühle für Steve hat sondern für einen anderen Quatschkopp;;Unterhaltung.Promis;;;news;;
693;;Duisburg-Marxloh: Mutter gibt Erziehung ihrer 2 Kinder an Uhrgroßmutter ab weil Mutter und Großmutter heroinsüchtig sind;;Gesellschaft;Drogen;;news;;
694;;China: neuer Sprachassistent erkennt Schwangerschaft an Stimme;;Ausland.Digital.Unterhaltung;;;news;;
695;;USA verhängen Strafzölle gegen EU im Wert von 100Mrd. Euro. Betroffen sind Deutsche Gummibären, Schwedische Vakuumpumpen und Irische Stempelsets für Formbutter;;Politik.Wirtschaft;EU;;news;;
696;;EU kündigt Gegenmaßnahmen an und verhängt Zölle auf US-Produkte wie Nasenfernrohre, Einweg-PCs und Superheldenkostüme;;Politik.Wirtschaft;EU;;news;;
697;;Pamela D. Undersin schlägt Angreifer mit Ihren Brüsten in die Flucht;;Unterhaltung.Promis;;Pamela Anderson;news;;
698;;Schüler findet Augenklappe von legendärem Piraten BlackBeard im Keller seiner Großeltern;;Unterhaltung.Gesellschaft;Schule;;news;;
699;;Sängerin Lena-Meyer-Landwurst schickt romantische Liebesbotschaft an ihren Freund: “Fang endlich an zu arbeiten du scheiß Saufkopp”;;Unterhaltung.Promis;Musik;Lena Meyer Landrut;news;;
700;;Angela Merkel posiert vor der ganzen Nationalmannschaft halb nackt im Sexy Dirndel. Putin guckt durch das geheime Loch in der Wand dabei zu und denkt sich seinen Teil;;Politik.Sport.Fussball;;Angela Merkel.Vladimir Putin;news;;
701;;Berlin-Tegel: Verurteilter Mörder erscheint nicht zum Haftantritt und erklärt sich auf Twitter für haftunfähig;;Berlin;Polizei.Justiz;;news;;
702;;Deutsche Bahn: Hunderte Menschen am Bahnsteig festgefroren weil ICE 32 Stunden Verspätung hatte;;Deutschland.Wirtschaft;Wetter;;news;;
703;;Kanalratten haben sich am Flussufer festgebissen. Polizei sucht Zeugen;;Deutschland;Tiere.Polizei;;news;;
704;;Bundesweite Razzia gegen Kindergartenbande die illegal mit Gummibären dealen;;Deutschland.Politik;Polizei;;news;;
705;;Berlin: Politische Krise Zwischen Arschleckern und Egomanen hält an;;Berlin.Politik;;;news;;
706;;Madrid: Ehemann verklagt Ehefrau wegen Polygamie;;Ausland.Gesellschaft;Sexismus;;news;;
707;;Politische Dummheit offiziell als Krankheit in Deutschland anerkannt;;Deutschland.Politik.Gesellschaft;;;news;;
708;;Australisches Startup bringt Duschkopf in Penisform auf den Markt;;Ausland.Wirtschaft;Sex;;news;;
709;;Brüssel: Polizist auf offener Straße erbrochen;;Ausland.Politik;Polizei;;news;;
710;;Mailand: Modemarke bringt Mützen-Kollektion für das männliche Glied auf den Markt;;Wirtschaft;Sex;;news;;
711;;Los Angeles: 7 Frauen verprügeln einen Mann weil er eine Frau zu lange angeglotzt hat;;Ausland.Gesellschaft;Sexismus;;news;;
712;;Barbara Fleischberger behält zur Sicherheit immer eine Tasse im Schrank;;Deutschland.Gesellschaft;;Barbara Schöneberger;news;;
713;;Gefangenenaustausch zwischen Syrien und Irak: 70 Kamele kommen frei;;Ausland.Politik;;;news;;
714;;Bremen: Vermeintlicher Obdachloser klaut Grassamen aus Baumarkt;;Deutschland.Gesellschaft;Polizei;;news;;
715;;Dresden: Polizistin streikt weil ihre Kollegin das gleiche an hat wie sie;;Deutschland.Gesellschaft;Polizei;;news;;
716;;Nach Einigung im Asylstreit. Wegen Schuldenbremse kann Bund Grenze nur an einem Ort schließen;;Deutschland.Gesellschaft;;;news;;
717;;Nach WM-Aus: Erdogan ernennt Özil zum Türkischen Sportminister. Gündogan wird Vizeminister;;Ausland.Politik.Sport.Fussball;;;news;;
718;;Julian Nörgelmann wird ab 2019 neuer Trainer beim internationalen Verein 1. FC Fotzwildhausen;;Unterhaltung.Männer;Sexismus;;news;;
719;;Generalissimus Von der Leier gründet eigene Stoßtruppgruppe auf Facebook zur Cyberabwehr;;Digital.Unterhaltung.Promis;Militär.Bundeswehr;Ursula von der Leien;news;;
720;;Kölner Oberbürgermeisterin empfiehlt jungen Frauen Kettenhemd mit Keuchheitsgürtel zu tragen um Arabische Vergewaltiger abzuschrecken;;Politik.Gesellschaft;;;news;;
721;;Dopingsünder vom internationalen Sportgericht zum Grashalmzählen im Fußballstadion verurteilt;;Sport.Fussball;Drogen;;news;;
722;;Wegen TorFlaute: Nationalmannschaft trickst mit Sekundenkleber an Schuhen um den Ball am Fuß ins Tor zu tragen;;Sport.Fussball;;;news;;
723;;Bundeswehr führt ein Regiment Tigerhaie ein zur Abwehr gegen geheime Russische Kampftaucher;;Deutschland.Politik;Militär.Bundeswehr.Tiere;;news;;
724;;Donald Dump ließ sich in den 80ern mehrfach von Russischen Prostituierten bepinkeln;;Ausland.Unterhaltung.Promis;Eklig;Donald Trump;news;;
725;;Andrea Anales entleert ihren Darm jeden Morgen pünktlich um 6:45 Uhr vor dem Parteitreffen;;Unterhaltung.Promis;Eklig;Andrea Nahles;news;;
726;;Kamerun gründet 4 Quadratmeter großen Nationalpark für Wühlmäuse;;Ausland.Gesellschaft;Tiere;;news;;
727;;Japan: 38-Jähriger zu 20 Monaten Zuchthaus verurteilt weil er einen Sexrobotor vergewaltigt hat;;Ausland.Digital.Gesellschaft;Sexismus;;news;;
728;;Mercedes Benz bringt neue C-Klasse aus Pappe auf den Markt um die Umwelt zu schützen;;Wirtschaft;Klimawandel;;news;;
729;;Christiano Ronaldo von Außerirdischen entführt um zu prüfen ob er wirklich der beste Spieler in der Galaxis ist;;Sport.Fussball.Unterhaltung.Promis;Raumfahrt;Christiano Ronaldo;news;;
730;;Donald Dump bekommt Mahnbriefe seiner Mutter aus dem Jenseits;;Ausland.Politik;;Donald Trump;news;;
731;;Frankfurt: 92-Jähriger wegen Falschparkens seines Rollators vor Gericht;;Deutschland.Gesellschaft;Rentner;;news;;
732;;Rätsel gelöst: Ötzi war Bauer und verletzte sich an Grashalm bevor er starb;;Wissen;;;news;;
733;;Baumarktkette bringt Hüpfburg für Hunde aus Naturkautschuk auf den Markt;;Wirtschaft;Tiere;;news;;
734;;Klobrillen-Meisterschaft in Schottland endet im Chaos;;Ausland.Gesellschaft.Sport;Eklig;;news;;
735;;Mariah Curry lässt sich für Käfigkämpfe ausbilden um ihre Depressionen los zu werden;;Unterhaltung.Promis;;Maria Carrey;news;;
736;;Britin verklagt Anbieter von Dating-App weil sie keinen Partner findet und bekommt 280.000 Pfund Entschädigung zugesprochen;;Ausland.Digital.Wirtschaft;;;news;;
737;;Ehemaliger Radprofi Jan Billich beim Freischeißen im Park erwischt;;Unterhaltung.Promis.Sport;;Jan Ullrich;news;;
738;;Vietnam: Milchbauer zu 15 Jahren Reiskornzählen verurteilt nachdem er seinen Nachbarn mit einem Sack Reis geschlagen hat;;Ausland.Gesellschaft;Polizei.Justiz;;news;;
739;;Wegen Brexit-Depression werden in England Spermien bei Samenbanken knapp. Regierung erwägt Import aus Holland;;Ausland.Gesellschaft;Sex;;news;;
740;;New York: Jogger verklagt Stadt nach Unfall im CentralPark weil Grashalme zu lang waren;;Ausland.Gesellschaft;Justiz;;news;;
741;;Russland: Boxer Valuev wird geklont und bekommt 30% mehr Körpermasse;;Sport;;;news;;
742;;Bremer Stadtmusikanten wird Instrument geklaut. Diebe entkommen unerkannt weil sie vollverschleiert sind;;Deutschland;Polizei.Politisch Unkorrekt;;news;;
743;;Firma Saufberger bringt Biertränke für Kinderspielplätze auf den Markt;;Deutschland.Wirtschaft;Bier;;news;;
744;;US-Firma eröffnet Stundenhotel für Hunde neben Hundehotel;;Ausland.Gesellschaft;Tiere;;news;;
745;;Astronaut stopft Loch in der ISS-Raumstation mit Socken zu;;;Raumfahrt;;news;;
746;;Berlin: Flaschensammler wegen Steuerhinterziehung im Stadtpark verhaftet;;Berlin;Finanzamt.Polizei;;news;;
747;;Mainz: Entflohenes Zebra tarnt sich auf Zebrastreifen und wird von LKW überfahren;;Deutschland.Gesellschaft;Tiere;;news;;
748;;NRW: Einbrecherbande knackt Safe und fliegt samt Gebäude in die Luft;;Deutschland.Gesellschaft;Polizei;;news;;
749;;London: Ladenbesitzer verwechselt Schaufensterpuppe mit bekanntem Einbrecher und löst Polizei-Großeinsatz aus - Britische Regierung evakuiert;;Ausland;Polizei;;news;;
750;;MeckPomm: Hotelbesitzer verwechselt Sächsische Touristen mit Analphabetengruppe und schickt sie in die benachbarte Schule;;Deutschland.Wirtschaft;;;news;;
751;;Polizei befreit Person nach 2 Jahren aus Schwitzkasten;;Deutschland;Polizei;;news;;
752;;Ex-Chef von Mannesmann wird in Mannheim in ein Männerheim einmanifestiert;;Wirtschaft;;;news;;
753;;Ägypten: Behörden erwischen Frauengruppe bei illegalem Mumifizieren;;Ausland.Politik;Polizei;;news;;
754;;New York: Polizei verhaftet schwarz gekleideten Lederfetischisten der gerade dabei war einem Clown in den Arsch zu treten. Clown wird wegen Ruhestörung ebenfalls verhaftet;;Ausland.Gesellschaft;Polizei;;news;;
755;;Hollywood: Danny Dornitoe lässt sich zum Pinguin umoperieren;;Unterhaltung.Promis;;;news;;
756;;Kentucky (USA): Fast-Food Restaurant McDödels wird von aggressiver Schweineherde überfallen. Ein Zeuge konnte eines der Schweine identifizieren. Es handelt sich um diesen Zeitgenossen:;;Wirtschaft.Gesellschaft;Tiere.Polizei;;news;;
757;;Augsburg: Volkshochschule bietet Anti-Aggressionskurse gegen Schwiegermütter an;;Gesellschaft;Schwiegermutter;;news;;
758;;Ex-Playmate Jutta Lochen besteht zu 80% aus Silikon.;;Unterhaltung.Promis;Eklig;;news;;
759;;Neuester Schönheits-Trend: Firma aus Frankreich entwickelt biologisch abbaubares Silikon aus vollständig recycelten Materialien für Brustimplantate;;Wirtschaft;;;news;;
760;;Nach 7 Wochen: Jugendlicher löst festgezurrten Knoten im Hals und befreit sich selbst;;Deutschland;;;news;;
761;;Vatikan: Papst begibt sich auf den Pfad der spirituellen Selbstfindung und konvertiert zum Buddhismus;;Ausland.Gesellschaft;Vatikan;;news;;
762;;Oklahoma: KloTaschian lässt sich notoperieren nachdem sich eine Wimper verschoben hat.;;Ausland.Unterhaltung.Promis;;;news;;
763;;72-jähriger wartet seit 60 Jahren auf die eine richtige Traumfrau;;Gesellschaft;;;news;;
764;;BrillenFirma Apolli erfindet Schlafmaske für Einäugige;;Wirtschaft;;;news;;
765;;Jubiläum: Merkel hat ihren 20sten Politiker abgewatscht. Diesmal trifft es HansWurst Massbier;;Deutschland.Politik;;Angela Merkel.Donald Trump;news;;
766;;USA: Lehrer verkleidet sich in der Nacht mit einem schwarzen Lederumhang und springt von Dach zu Dach und behauptet tagsüber ein Milliardär zu sein;;Ausland.Gesellschaft;;;news;;
767;;Madonna eröffnet erstes Restaurant in Berlin mit dem Namen “Madöner”.;;Berlin.Gesellschaft;;Madonna;news;;
768;;Kim Kardashian lässt sich dritte PoBacke transplantieren damit es noch dicker kommt;;Unterhaltung.Promis.Männer;;;news;;
769;;Kylie MingGold outet sich als spitzbrüstig;;Unterhaltung.Promis.Männer;Sexismus;;news;;
770;;Rumänischer Ex-Geheimdienstchef Stanislaus Potzblitzki wird neuer Chef von Transparency International;;Ausland.Gesellschaft;;;news;;
771;;Geheimnis gelüftet: Ernie und Bert aus der Sesamstraße sind schwul;;Gesellschaft.Unterhaltung;Sexismus;;news;;
772;;Australien: Renter schwillt der Kopf an nachdem er zu hohe Dosis Viagra eingenommen hat;;Ausland.Gesellschaft;Rentner;;news;;
773;;North Carolina: Agressiver Mann fängt an zu brüllen, läuft grün an und wird von Panzer überrollt. Militärkommandant glaubt er hätte es mit dem Hulk zu tun gehabt und wollte ihn stoppen;;Ausland.Gesellschaft;Militär;;news;;
774;;Moskau: Schachpartie zwischen Weltmeister und Herausforderer nach 87 Stunden abgebrochen;;Sport;;;news;;
775;;Maren Glitzer bricht sich die Hand beim heimlichen Buchstabenumdrehen;;Unterhaltung.Promis;;;news;;
776;;UFO-Alarm: Außerirdische tauchen über Washington auf und wollen Donald Trump abholen;;Ausland.Politik;Raumfahrt;Donald Trump;news;;
777;;Shanghai: 14-jährige nimmt sich das Leben weil ihr Datenvolumen aufgebraucht war;;Ausland.Digital.Gesellschaft;;;news;;
778;;Ex-Pornostar Jizzy Jackson gewinnt spanischen Samenspende-Wettbewerb;;Unterhaltung.Gesellschaft.Sport;Eklig;;news;;
779;;SmartHome-Sprachsystem analysiert politische Gesinnung und übermittelt Informationen an Behörden;;Digital.Wirtschaft;Technik;;news;;
780;;Berlin: 24.000 Schüler streiken weil Handyempfang auf dem Schulhöfen zu schlecht ist;;Berlin.Digital.Unterhaltung;Schule;;news;;
781;;Venezuela: Diktator verliert beim Friseur Barthaar und lässt alle Friseure des Landes verhaften;;Ausland.Politik;;;news;;
782;;Zauberer erfindet neuen Zaubertrick und lässt verhasste Exfrau verschwinden.. für immer;;Ausland.Gesellschaft.Männer;;;news;;
783;;Hamburg: 4 verurteilte Mörder erscheinen nicht zum Haftantritt weil sie lieber beten gegangen sind;;Deutschland.Politik;Politisch unkorrekt;;news;;
784;;Achterbahn-Testerin stillt ihr Baby bei der Arbeit;;Ausland.Wirtschaft;;;news;;
785;;Karl Schlagerheld outet sich als uminöser Roboter und trägt Sonnenbrille weil die Augen rot leuchten;;Unterhaltung.Promis.Digital;;;news;;
786;;Heidi Bums bringt ihre Määädchen nach Drehachluss zur AfterShow Penis-Party;;Unterhaltung.Promis;Sex.Sexismus;Heidi Klum;news;;
787;;Schlager-Star Jürgen Drews hat sich nach eigenen Angaben für 28.000 Euro unten rum tunen lassen. Jetzt wollen alle Männer zum selben Arzt;;Unterhaltung.Promis;Schlager;;news;;
788;;TV-Mätresse Ilja Hüllos zieht sich vor Polizisten nackt aus um Strafzettel zu entgehen.;;Unterhaltung.Promis;TV.Polizei.Sexismus;;news;;
789;;Deutschland: Libanesischer FamilienClan zählt über 81Mio. Mitglieder. Im Kanzleramt ist man sprachlos.;;Deutschland.Politik;Mafia-Clans;;news;;
790;;Dessau: Mann verletzt sich an Maschendragtzaun als in den Nachbargarten zum Spannern klettern will und muss not operiert werden.;;Deutschland.Gesellschaft;Polizei;;news;;
791;;Mann kettet sich an stillgelegtem Gleis fest und wird vom Waldwanderer gefunden;;Deutschland.Gesellschaft;;;news;;
792;;SEK nimmt 3-Jaehrigen als Schreihals fest;;Deutschland.Gesellschaft;Polizei;;news;;
793;;Kim Jong-Un für den Friedensnobelpreis vorgeschlagen;;Unterhaltung.Promis;;Kim Jong-Un;news;;
794;;Bayern: Spaziergänger von herunterfallendem Eichenblatt erschlagen;;Deutschland.Gesellschaft;Polizei;;news;;
795;;Lena-Meyer-Landwurst mag ihren Hasen nicht mehr;;Unterhaltung.Promis;;Lena Meyer Landrut;news;;
796;;München: Musterschüler geht an Feiertag zur Schule und unterrichtet sich selbst im Fach SchmuddelKunde;;Deutschland.Gesellschaft.Bildung;Schule;;news;;
797;;LKW rast mit 90KMh bei Glatteis in einen Baum. Fahrer überlebt schwer verletzt. Grüne fordern Schadenersatz von LKW-Spedition für beschädigten Baum;;Deutschland;Grüne.Auto;;news;;
798;;internationaler Tierverband stuft Chiaoaws als Wanderratten herab;;Gesellschaft;Tiere;;news;;
799;;Donald Dump lässt Luxus-Golfplatz auf dem Mond errichten;;Wirtschaft;Raumfahrt;Donald Trump;news;;
800;;Frau soll 730.000 Euro Telefonkosten bezahlen obwohl sie kein Telefon besitzt;;Digital.Gesellschaft;;;news;;
801;;Schmuddeltypen stehen vor Fummelbude und schauen den schönen Damen beim Schaumbaden zu;;Gesellschaft;Sexismus;;news;;
802;;Rainer Vollmond wird in China mit einem Hängebauchschwein verwechselt und landet in der Küche eines Schnellrestaurants;;Ausland.Unterhaltung.Promis;;Rainer Kallmund;news;;
803;;Netzwahnsinn: Frau lässt Follower darüber abstimmen mit welchem Tinder-Toy-Boy sie als nächstes ins Bett gehen soll;;Digital.Gesellschaft.Wirtschaft;Medien;;news;;
804;;Deutsche Ratte Petrus gewinnt königliche Rattenweltmeisterschaft in Bahrain und übernimmt die Rattenkrone;;Ausland.Sport;Tiere;;news;;
805;;Langzeitarbeitsloser schafft es nach 32 Jahren Hartz4 ins Guinessbuch und wird Millionär;;Deutschland.Gesellschaft;;;news;;
806;;Spanien: Chef schlägt mit Stuhl auf langjährigen Mitarbeiter ein nachdem sich herausgestellt hat dass der sein Vater ist;;Ausland.Gesellschaft;;;news;;
807;;Mainz Innenstadt: Straßenlampe geht das Licht aus und es wird dunkel;;Deutschland.Gesellschaft;Technik;;news;;
808;;Clan-Mitglied bietet Verkehrsamt 8 Kamele gegen seinen stillgelegten Benz an. Amt akzeptiert Deal und übergibt Kamele an stadteigenen Zoo der schon seit Jahren auf Kamel-Nachwuchs wartet. Bezirkssprecher freut sich über die WinWin Situation;;Deutschland.Gesellschaft;Finanzamt.Tiere.Mafia-Clans;;news;;
809;;Sparmaßnahme in Griechenland: Feuerwehr schafft Einsatzfahrzeuge ab und muss mit Fahrrädern und Wassereimern ausrücken;;Ausland.Politik;;;news;;
810;;Hirnfressende Amöbe frisst Gehirn von Menschen auf;;Gesellschaft;Tiere;;news;;
811;;Protestgruppe im Hambacher Forst gründet eigenen Staat;;Deutschland.Politik.Gesellschaft;;;news;;
812;;Riesenflugzeug Antonov A-150 transportiert 20 Elefanten und lässt sie per Fallschirm über Berliner Zoo abspringen;;Berlin;Tiere;;news;;
813;;Skandal in England: Die Queen musste die Autotür ihres Rolls Royce selbst aufmachen weil der Türaufmacher nach einer durchzechten Nacht mit den Hofdamen noch besoffen im Bett lag;;Ausland;Royals;Queen;news;;
814;;Japanische Tech-Firma bietet Gruppensex-Therapie zur Mittagspause an um das Arbeitsklima zu verbessern;;Ausland.Digital.Gesellschaft;Sex;;news;;
815;;Los Angeles: 7 Hosenscheißer und 2 Hosenscheißerinnen überfallen Supermarkt auf Autobahnrastplatz und klauen Windeln im Wert von 68$. Die Polizei ist sich sicher dass wir es hier mit ausgebufften Zwerglingen zu tun haben. Wir werden diese Strolche schnappen denn sie bedrohen die Nationale Sicherheit. Nähere Angaben zu den Hosenscheißern machte die Polizei nicht man befinde sich noch in der Schleierfahndung so die Begründung.;;Ausland.Gesellschaft;Polizei;;news;;
816;;Schwarzfahrer muss 400 Tage in den Bau weil er 400Mal ohne Ticket in der S-Bahn erwischt wurde und kommt gleichzeitig ins GuinessBuch der Rekorde;;Deutschland;Polizei;;news;;
817;;Jackie Zahn dreht 700ten KungFu-Film;;Unterhaltung;Film;;news;;
818;;Eisverkäufer macht mit Eismaschine Eis ... aus Excrementen ExCreme Deluxe;;Wirtschaft.Gesellschaft;Eklig;;news;;
819;;Afghanischer Spitzel beim Schnitzelessen von verschwitzten Polizisten in Schwitzkasten genommen;;Deutschland.Gesellschaft;Polizei;;news;;
820;;Norwegischer Tiefenforscher gräbt sich in Norwegen in die Tiefe und kommt in Neuseeland wieder raus;;Wissen;;;news;;
821;;Frankfurt: Zollbeamtin muss sich vor Gericht verantworten weil sie zu viele Leibesvisitationen bei jungen Reisenden durchgenommen hat. Die Beamtin gab an persönliche Gründe haben diese Maßnahmen erforderlich gemacht.;;Deutschland.Politik;Sex.Sexismus.Polizei;;news;;
822;;Nach 220 Jahren: Jugendamt befreit Hänsel aus Hexenkessel seiner Stief-Großmutter;;Deutschland.Gesellschaft;;;news;;
823;;Junge Frechdachse wickeln Kita-Angestellte in gelben Plastiksack ein;;Deutschland.Gesellschaft.Bildung;;;news;;
824;;Mexiko: Frau lässt sich dritte Brust operieren weil sie 3 Babies stillen muss;;Ausland.Gesellschaft;;;news;;
825;;Apple lässt 3 Männer zu Frauen umoperieren um die Frauenquote zu erfüllen;;Digital.Wirtschaft;Sexismus;;news;;
826;;Franzose erhält Medizin-Nobelpreis für die analytische Beobachtung des Tagesablaufs von Eintagsfliegen;;Wissen.Naturwissenschaft;;;news;;
827;;Dieter Bohnen will nicht aussehen wie ein Sack Kartoffeln;;Unterhaltung.Promis;;;news;;
828;;Historiker einig: Hitler aß italienische Kekse am Liebsten;;Wissen;;Adolf Hitler;news;;
829;;Neuer KI-Roboter mit Frauenstimme soll im Aufsichtsrat von Holzwagen Frauenquote erfüllen.;;Digital.Wirtschaft;KI.Technik;;news;;
830;;Türkische Regierung übergibt Liste mit Haftbefehlen von 82 Mio. mutmaßlichen Terroristen an Bundesregierung;;Politik;;;news;;
831;;Land Berlin muss 333 islamistische Gefährder nach Deutschland zurückholen die über 8 Jahre systematisch abgeschoben worden waren weil ein formaler Fehler der Abschiebedokumente vorlag.;;Berlin.Politik;Polizei;;news;;
832;;Pummelbienen tummeln sich in Berlin Rummelsburg herum und fummeln miteinander rum;;Berlin.Gesellschaft;Sex;;news;;
833;;Post-Sovietische Riesenkrabben erobern Norwegen;;Ausland.Wissen;Tiere;;news;;
834;;Forscher entdecken neues Super-Virus: Das Ferkel-Bohse Virus löst bei Politikern Schwachsinnigkeit aus;;Wissen;;;news;;
835;;Claudia Not redet sich bei Talkshow in Rage. Einschaltquoten brechen ein;;Unterhaltung.Promis;TV;;news;;
836;;Hamburg: Erstes Deutsches Roboter-Sexpuppen Bordell eröffnet. Hier arbeitet kein Mensch mehr sondern es läuft alles vollautomatisiert;;Digital.Wirtschaft;Sex;;news;;
837;;Michael Flittchenmeyer: Habe mich in eine Silikon Liebes-Puppe verliebt;;Unterhaltung.Promis;Sex;;news;;
838;;Verkehrskollaps in Berliner Innenstadt: BVG gibt zu Chaos bewusst eingesetzt zu haben um Strapationsfähigkeiten der Fahrgäste zu testen;;Berlin.Gesellschaft;;;news;;
839;;Lila-Sonne in 57 Lichtjahren Entfernung entdeckt;;Wissen.Ausland;Raumfahrt;;news;;
840;;Berlin: Student wird Zugang zu Diskussionsrunde verwehrt weil er nicht schwul ist.;;Berlin.Gesellschaft.Bildung;Sexismus.Politisch Unkorrekt;;news;;
841;;Japan: 97-Jähriger heiratet 16-Jährige und fällt nach Hochzeitsparty ins Koma;;Ausland.Gesellschaft;;;news;;
842;;Kimi Jong-Un verspricht seinem Volk glühende Zeiten;;Ausland.Politik;;Kim Jong-Un;news;;
843;;China: Regierung erwägt Verbotszonen für Fussgänger in Städten wegen Abgasverschmutzung durch Autos;;Ausland.Politik;Klimawandel;;news;;
844;;Taliban kaufen 350.000 ausgemusterte Diesel-Autos aus Deutschland für umgerechnet 20.000 Euro;;Politik.Wirtschaft;Klimawandel.Geld;;news;;
845;;Insolventer Ex-Milliardär richtet persönliches Nothilfe Spendenkonto ein.;;Wirtschaft.Gesellschaft;Geld;;news;;
846;;Berlin: Mann wird aus Kreissaal verhaftet während er gerade entbindet.;;Berlin;;;news;;
847;;Mann nimmt seit 15 Jahren Glyzerin für die Haare und sieht aus wie Pumuckl;;Gesellschaft;;;news;;
848;;Adria: Kapitän verlässt Kreuzfahrtschiff als Erster und flüchtet auf Nympheninsel;;Ausland.Gesellschaft.Männer;;;news;;
849;;Insel der Jungfrauen im Mittelmeer entdeckt. Millionen Männer buchen ihre nächste Reise um;;Ausland.Gesellschaft.Männer;;;news;;
850;;Fussball: Bayernspieler versucht Schwäche der Mannschaft zu erklären und schläft bei Interview ein;;Sport.Fussball;Bayern;;news;;
851;;Ex-Fussball Star lässt sich umschulen und wird Pferde-Hypnotiseur;;Sport.Fussball;;;news;;
852;;Thailand: Regierung ruft Affenalarm aus nachdem 100.000 Affen in Bankok eingefallen sind weil auf dem Markt kostenlos Bananen verteilt werden;;Ausland.Politik;Tiere;;news;;
853;;14-Jähriger entwickelt App die Dummheit erkennt und das Smartphone abschaltet;;Digital.Gesellschaft;;;news;;
854;;Außerirdische landen im Ruhrgebiet und fragen ob sie 200 Milliarden Tonnen CO2 als Treibstoff kaufen können;;Deutschland.Gesellschaft;Klimawandel.Raumfahrt;;news;;
855;;Hamm: 37 Hurensöhne protestieren gegen das Prostitutionsgesetz;;Deutschland.Politik;Sexismus;;news;;
856;;Sackläuse verbreiten Angst und Schrecken in Berliner Sporthallen;;Berlin.Gesellschaft;Tiere;;news;;
857;;Neuster Trend aus Japan: Auf Arbeit rollen statt gehen;;Ausland.Gesellschaft;;;news;;
858;;Einfach Klasse: Flüchtling bringt sich Deutsche Sprache mit Hilfe der Buchstabensuppe bei. Bildungsministerium erwägt nun dass alle Flüchtlinge die in Deutschland ankommen eine Packung Buchstabensuppe kostenfrei erhalten sollen;;Deutschland.Gesellschaft.Bildung;;;news;;
859;;Herr der Ringe war kein Herr sondern eine Dame;;Unterhaltung;Film;;news;;
860;;Nach Rücktritt: Angela Merkel plant Eröffnung einer Ausstellung mit den schönsten Handrauten in ihrer Pensionszeit;;Unterhaltung.Politik.Promis;;Angela Merkel;news;;
861;;Mann darf mit 83 Jahren nicht in Rente gehen weil Behörde Zahlendreher im Geburtstag hat;;Deutschland.Gesellschaft;Rentner;;news;;
862;;Männerverachtende Männerhasserin lässt in Männerheim 12 Männer ihrer maskulinen Männlichkeit berauben;;Deutschland.Gesellschaft;Femen.Sexismus;;news;;
863;;Bestes Mittel gegen Fusspilz. Einfach anderen Fuß benutzen;;Gesellschaft;;;news;;
864;;Neuer Trend aus Asien: Fußsolen-Lecken;;Ausland.Gesellschaft;Eklig;;news;;
865;;Donald Trump lässt Autobahn sperren weil Ehefrau Fingernagel verloren hat und der Secret Service auf Spurensuche ist;;Ausland.Politik;;Donald Trump;news;;
866;;Künstliche Superintelligenz identifiziert das bedrohlichste Virus der Welt. Der Homo Sapiens;;Digital.Gesellschaft;KI;;news;;
867;;Neuer Trend aus Arabien: Spießrutenlauf statt Dauerlauf;;Ausland.Gesellschaft.Sport;;;news;;
868;;Gelangweilte Hausfrau lässt Ehemann nach Arbeit in Irrenhaus einliefern damit sie am Abend mit ihren Nachbarinnen in Ruhe Karten spielen kann;;Deutschland.Gesellschaft;;;news;;
869;;Bodafone bietet Notruf-Hotline für sexuell frustrierte Hausfrauen an;;Digital.Wirtschaft;Sex;;news;;
870;;Skandal auf Autobahn: ADAC lehnt Hilfe für Radfahrer mit Reifenpanne einfach ab und repariert liegengebliebenen Bus der die Fahrbahn blockiert;;Deutschland.Gesellschaft;Auto;;news;;
871;;Bürgerin ist enttäuscht: Kölnerin hält eine Armlänge Abstand und wird trotzdem angemacht. Nach mehrmaligem Vermessen der Arme stellt die Polizei klar dass die Armlänge nicht der Standardarmlänge von 47cm entspricht und daher auch keine Garantie zur Gefahrenabwehr bestehen könne;;Deutschland.Politik.Gesellschaft;Politisch unkorrekt.Sexismus;;news;;
872;;Nach Ruhestandsankündigung: Merkel plant Buch mit dem Titel: “Wollte nur mal kurz das Land umkrempeln”;;Deutschland.Politik;;Angela Merkel;news;;
873;;Bundesregierung verkauft Schuldscheine mit Umschuldungsprämie für Rentensparer;;Deutschland.Politik;Rentner;;news;;
874;;Mailand: Notorischer Gast ruft Polizei weil Schoko-Waffeln nicht genauso aussahen wie in der Speisekarte abgebildet;;Ausland.Gesellschaft;Polizei;;news;;
875;;Er misst 220m: Größter Betonpenis der Welt eingeweiht. Tiefste Vagina der Welt befindet sich in Mexiko;;Ausland.Gesellschaft;Sex;;news;;
876;;Merkel veröffentlicht Buch über ihr Verhältnis mit Horst Seehofer mit dem Titel: “Mein Kampf”;;Deutschland.Politik;;Angela Merkel.Horst Seehofer;news;;
877;;Linksradikale Kräfte wollten Maaßen schon 2017 aus dem Amt befördern hatten aber keine Zeit weil G20-Gipfel dazwischen kam;;Deutschland.Politik.Gesellschaft;G20;;news;;
